ProductType,UnderlyingType,Action,Description,Fund,BlueCrestId,Version,TradeDate,Direction,Quantity,Price,Currency,StartDate,StartCashFlowDate,EndDate,EndCashFlowDate,Executor,StrategyRef,IsCrossCurrencySettlement,SettlementCurrency,Clearer,ContractRef,AccountNumber
CommodityForward,,New,"Sell 1",SI53,SFL03XK0XH008P58,1,20220705,Sell,1,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,JPCHLN,LMZSDS03 Comdty,4F682
CommodityForward,,New,"Sell 1",SI93,SFL03XK0XH008P4W,1,20220705,Sell,1,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,JPCHLN,LMZSDS03 Comdty,4G920
CommodityForward,,New,"Sell 1",SI10,SFL03XK0XH008P4Y,1,20220705,Sell,1,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,UBSWLN,LMZSDS03 Comdty,009SYTV1
CommodityForward,,New,"Sell 1",SI102,SFL03XK0XH008P54,1,20220705,Sell,1,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,MLIBLN,LMZSDS03 Comdty,18120Z21
CommodityForward,,New,"Sell 4",SI94,SFL03XK0XH008P56,1,20220705,Sell,4,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,JPCHLN,LMZSDS03 Comdty,4L302
CommodityForward,,New,"Sell 1",SI101,SFL03XK0XH008P5A,1,20220705,Sell,1,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,JPCHLN,LMZSDS03 Comdty,7B637
CommodityForward,,New,"Sell 1",SI49,SFL03XK0XH008P50,1,20220705,Sell,1,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,JPCHLN,LMZSDS03 Comdty,79954
CommodityForward,,New,"Sell 4",SI13,SFL03XK0XH008P52,1,20220705,Sell,4,3079.52,USD,20220919,20220919,20220919,20220919,TULPLN,QFIM,FALSE,USD,JPCHLN,LMZSDS03 Comdty,4K709
